"","STNAME","pappy"
"2620","Texas",3710
"2621","Texas",5977
"2622","Texas",2236
"2623","Texas",7121
"2624","Texas",2553385
"2625","Texas",13520
"2626","Texas",18952
"2627","Texas",5217
"2628","Texas",780612
"2629","Texas",20797
"2630","Texas",2206
"2631","Texas",10980
"2632","Texas",3499
"2633","Texas",11388
"2634","Texas",18171
"2635","Texas",159436
"2636","Texas",1894
"2637","Texas",163632
"2638","Texas",835593
"2639","Texas",41122
"2640","Texas",17142
"2641","Texas",33693
"2642","Texas",25110
"2643","Texas",3827
"2644","Texas",5901
"2645","Texas",1220
"2646","Texas",716087
"2647","Texas",10651
"2648","Texas",19691
"2649","Texas",18793
"2650","Texas",20051
"2651","Texas",322225
"2652","Texas",6415
"2653","Texas",25963
"2654","Texas",1315
"2655","Texas",7531
"2656","Texas",20573
"2657","Texas",23210
"2658","Texas",125467
"2659","Texas",124108
"2660","Texas",27512
"2661","Texas",151249
"2662","Texas",34360
"2663","Texas",3138
"2664","Texas",8159
"2665","Texas",5610
"2666","Texas",3840
"2667","Texas",55865
"2668","Texas",4538028
"2669","Texas",66746
"2670","Texas",6193
"2671","Texas",5737
"2672","Texas",194739
"2673","Texas",4264
"2674","Texas",79545
"2675","Texas",842304
"2676","Texas",34855
"2677","Texas",23433
"2678","Texas",55423
"2679","Texas",36223
"2680","Texas",22785
"2681","Texas",37206
"2682","Texas",3379
"2683","Texas",89844
"2684","Texas",21734
"2685","Texas",1554
"2686","Texas",8878
"2687","Texas",14816
"2688","Texas",35506
"2689","Texas",2156
"2690","Texas",254308
"2691","Texas",5200
"2692","Texas",41382
"2693","Texas",159990
"2694","Texas",19970
"2695","Texas",14975
"2696","Texas",114690
"2697","Texas",40384
"2698","Texas",407
"2699","Texas",764
"2700","Texas",50955
"2701","Texas",4388
"2702","Texas",282
"2703","Texas",3549
"2704","Texas",31857
"2705","Texas",3860
"2706","Texas",49440
"2707","Texas",13385
"2708","Texas",20588
"2709","Texas",7631
"2710","Texas",19836
"2711","Texas",16898
"2712","Texas",17086
"2713","Texas",79654
"2714","Texas",23320
"2715","Texas",3569
"2716","Texas",12229
"2717","Texas",19796
"2718","Texas",112
"2719","Texas",299453
"2720","Texas",5724
"2721","Texas",8341
"2722","Texas",245671
"2723","Texas",820
"2724","Texas",14065
"2725","Texas",10160
"2726","Texas",5641
"2727","Texas",4032
"2728","Texas",36770
"2729","Texas",57706
"2730","Texas",48417
"2731","Texas",2164
"2732","Texas",161077
"2733","Texas",24513
"2734","Texas",4900
"2735","Texas",9067
"2736","Texas",19262
"2737","Texas",537559
"2738","Texas",22255
"2739","Texas",12516
"2740","Texas",1148
"2741","Texas",65664
"2742","Texas",48323
"2743","Texas",13986
"2744","Texas",15107
"2745","Texas",359715
"2746","Texas",10747
"2747","Texas",2069
"2748","Texas",84260
"2749","Texas",27895
"2750","Texas",23766
"2751","Texas",126042
"2752","Texas",9749
"2753","Texas",16203
"2754","Texas",46972
"2755","Texas",121802
"2756","Texas",6876
"2757","Texas",11161
"2758","Texas",130269
"2759","Texas",3792
"2760","Texas",3307
"2761","Texas",12455
"2762","Texas",14732
"2763","Texas",7289
"2764","Texas",916
"2765","Texas",16659
"2766","Texas",90861
"2767","Texas",10551
"2768","Texas",53070
"2769","Texas",10368
"2770","Texas",8473
"2771","Texas",27413
"2772","Texas",67357
"2773","Texas",5901
"2774","Texas",3211
"2775","Texas",17615
"2776","Texas",3350
"2777","Texas",25402
"2778","Texas",3072
"2779","Texas",222936
"2780","Texas",8739
"2781","Texas",63795
"2782","Texas",9440
"2783","Texas",1352
"2784","Texas",1410
"2785","Texas",3913
"2786","Texas",7533
"2787","Texas",1982498
"2788","Texas",136051
"2789","Texas",837
"2790","Texas",12739
"2791","Texas",1579
"2792","Texas",32623
"2793","Texas",118105
"2794","Texas",1176558
"2795","Texas",14402
"2796","Texas",21347
"2797","Texas",40603
"2798","Texas",3651
"2799","Texas",27245
"2800","Texas",48988
"2801","Texas",53547
"2802","Texas",92382
"2803","Texas",70699
"2804","Texas",48656
"2805","Texas",11721
"2806","Texas",34765
"2807","Texas",269721
"2808","Texas",41486
"2809","Texas",5657
"2810","Texas",131705
"2811","Texas",13027
"2812","Texas",21903
"2813","Texas",508514
"2814","Texas",47520
"2815","Texas",8005
"2816","Texas",62953
"2817","Texas",43356
"2818","Texas",8546
"2819","Texas",18270
"2820","Texas",14374
"2821","Texas",12235
"2822","Utah",2995919
"2823","Utah",6354
"2824","Utah",52097
"2825","Utah",120783
"2826","Utah",20479
"2827","Utah",1109
"2828","Utah",336043
"2829","Utah",20862
"2830","Utah",10370
"2831","Utah",5009
"2832","Utah",9516
"2833","Utah",48368
"2834","Utah",10594
"2835","Utah",7131
"2836","Utah",12645
"2837","Utah",11065
"2838","Utah",1517
"2839","Utah",2311
"2840","Utah",1107314
"2841","Utah",15772
"2842","Utah",28778
"2843","Utah",20984
"2844","Utah",39633
"2845","Utah",62952
"2846","Utah",37928
"2847","Utah",575205
"2848","Utah",29161
"2849","Utah",155602
"2850","Utah",2692
"2851","Utah",243645
"2852","Vermont",626042
"2853","Vermont",37035
"2854","Vermont",36317
"2855","Vermont",30780
"2856","Vermont",161382
"2857","Vermont",6163
"2858","Vermont",48799
"2859","Vermont",6861
"2860","Vermont",25235
"2861","Vermont",28899
"2862","Vermont",27100
"2863","Vermont",59736
"2864","Vermont",58612
"2865","Vermont",43386
"2866","Vermont",55737
"2867","Virginia",8382993
"2868","Virginia",32973
"2869","Virginia",105703
"2870","Virginia",15677
"2871","Virginia",12903
"2872","Virginia",31914
"2873","Virginia",15414
"2874","Virginia",229164
"2875","Virginia",74314
"2876","Virginia",4470
"2877","Virginia",77724
"2878","Virginia",6561
"2879","Virginia",33347
"2880","Virginia",16698
"2881","Virginia",22776
"2882","Virginia",17032
"2883","Virginia",55086
"2884","Virginia",29984
"2885","Virginia",29724
"2886","Virginia",7040
"2887","Virginia",12201
"2888","Virginia",335687
"2889","Virginia",14363
"2890","Virginia",5211
"2891","Virginia",49432
"2892","Virginia",9719
"2893","Virginia",15115
"2894","Virginia",27852
"2895","Virginia",11130
"2896","Virginia",1142234
"2897","Virginia",68782
"2898","Virginia",15651
"2899","Virginia",26235
"2900","Virginia",56264
"2901","Virginia",83199
"2902","Virginia",16708
"2903","Virginia",37143
"2904","Virginia",22253
"2905","Virginia",16012
"2906","Virginia",19162
"2907","Virginia",11885
"2908","Virginia",35125
"2909","Virginia",103227
"2910","Virginia",325155
"2911","Virginia",51881
"2912","Virginia",2214
"2913","Virginia",36314
"2914","Virginia",73147
"2915","Virginia",7158
"2916","Virginia",25515
"2917","Virginia",16269
"2918","Virginia",10965
"2919","Virginia",24742
"2920","Virginia",375629
"2921","Virginia",34602
"2922","Virginia",12299
"2923","Virginia",13134
"2924","Virginia",8862
"2925","Virginia",31081
"2926","Virginia",10606
"2927","Virginia",97653
"2928","Virginia",14785
"2929","Virginia",20392
"2930","Virginia",12155
"2931","Virginia",12232
"2932","Virginia",15673
"2933","Virginia",35385
"2934","Virginia",23726
"2935","Virginia",18045
"2936","Virginia",62194
"2937","Virginia",28031
"2938","Virginia",22952
"2939","Virginia",37862
"2940","Virginia",451721
"2941","Virginia",34332
"2942","Virginia",7378
"2943","Virginia",8908
"2944","Virginia",94409
"2945","Virginia",22354
"2946","Virginia",78593
"2947","Virginia",27891
"2948","Virginia",22126
"2949","Virginia",43190
"2950","Virginia",31470
"2951","Virginia",18109
"2952","Virginia",130475
"2953","Virginia",142003
"2954","Virginia",6709
"2955","Virginia",11715
"2956","Virginia",42899
"2957","Virginia",39083
"2958","Virginia",54591
"2959","Virginia",17629
"2960","Virginia",39718
"2961","Virginia",29119
"2962","Virginia",67837
"2963","Virginia",153511
"2964","Virginia",17141
"2965","Virginia",6618
"2966","Virginia",46597
"2967","Virginia",235429
"2968","Virginia",17820
"2969","Virginia",5658
"2970","Virginia",42082
"2971","Virginia",5496
"2972","Virginia",24013
"2973","Virginia",13892
"2974","Virginia",8490
"2975","Virginia",28118
"2976","Virginia",6914
"2977","Virginia",136454
"2978","Virginia",52538
"2979","Virginia",22378
"2980","Virginia",7262
"2981","Virginia",79812
"2982","Virginia",41764
"2983","Virginia",15726
"2984","Virginia",13645
"2985","Virginia",182385
"2986","Virginia",246393
"2987","Virginia",3939
"2988","Virginia",32477
"2989","Virginia",12059
"2990","Virginia",96201
"2991","Virginia",17403
"2992","Virginia",220289
"2993","Virginia",99897
"2994","Virginia",25432
"2995","Virginia",24416
"2996","Virginia",88161
"2997","Virginia",452745
"2998","Virginia",21491
"2999","Virginia",15052
"3000","Virginia",27284
"3001","Washington",7170351
"3002","Washington",19254
"3003","Washington",22105
"3004","Washington",190309
"3005","Washington",75644
"3006","Washington",73486
"3007","Washington",459495
"3008","Washington",3944
"3009","Washington",103468
"3010","Washington",40534
"3011","Washington",7582
"3012","Washington",88807
"3013","Washington",2219
"3014","Washington",93259
"3015","Washington",71122
"3016","Washington",80593
"3017","Washington",30466
"3018","Washington",2117125
"3019","Washington",260131
"3020","Washington",43269
"3021","Washington",21026
"3022","Washington",75882
"3023","Washington",10321
"3024","Washington",61023
"3025","Washington",41516
"3026","Washington",20848
"3027","Washington",13088
"3028","Washington",843954
"3029","Washington",16252
"3030","Washington",121846
"3031","Washington",11339
"3032","Washington",772501
"3033","Washington",490945
"3034","Washington",43791
"3035","Washington",269536
"3036","Washington",4042
"3037","Washington",60338
"3038","Washington",212284
"3039","Washington",48177
"3040","Washington",248830
"3041","West Virginia",1844128
"3042","West Virginia",16704
"3043","West Virginia",111901
"3044","West Virginia",23372
"3045","West Virginia",14415
"3046","West Virginia",23350
"3047","West Virginia",96844
"3048","West Virginia",7470
"3049","West Virginia",8910
"3050","West Virginia",8176
"3051","West Virginia",44997
"3052","West Virginia",8518
"3053","West Virginia",11766
"3054","West Virginia",35516
"3055","West Virginia",23353
"3056","West Virginia",29815
"3057","West Virginia",13852
"3058","West Virginia",68714
"3059","West Virginia",29237
"3060","West Virginia",56482
"3061","West Virginia",188332
"3062","West Virginia",16448
"3063","West Virginia",21415
"3064","West Virginia",34707
"3065","West Virginia",19835
"3066","West Virginia",56925
"3067","West Virginia",31978
"3068","West Virginia",27037
"3069","West Virginia",61164
"3070","West Virginia",27451
"3071","West Virginia",25292
"3072","West Virginia",104236
"3073","West Virginia",13506
"3074","West Virginia",17524
"3075","West Virginia",25594
"3076","West Virginia",43066
"3077","West Virginia",7229
"3078","West Virginia",7674
"3079","West Virginia",8607
"3080","West Virginia",33940
"3081","West Virginia",56848
"3082","West Virginia",77510
"3083","West Virginia",29126
"3084","West Virginia",9982
"3085","West Virginia",14435
"3086","West Virginia",13239
"3087","West Virginia",16912
"3088","West Virginia",6966
"3089","West Virginia",8975
"3090","West Virginia",24758
"3091","West Virginia",40971
"3092","West Virginia",8755
"3093","West Virginia",15816
"3094","West Virginia",5880
"3095","West Virginia",86452
"3096","West Virginia",22151
"3097","Wisconsin",5771337
"3098","Wisconsin",20148
"3099","Wisconsin",15843
"3100","Wisconsin",45563
"3101","Wisconsin",14977
"3102","Wisconsin",258718
"3103","Wisconsin",13192
"3104","Wisconsin",15159
"3105","Wisconsin",49762
"3106","Wisconsin",63531
"3107","Wisconsin",34445
"3108","Wisconsin",56743
"3109","Wisconsin",16391
"3110","Wisconsin",523643
"3111","Wisconsin",88502
"3112","Wisconsin",27554
"3113","Wisconsin",43601
"3114","Wisconsin",44497
"3115","Wisconsin",102105
"3116","Wisconsin",4464
"3117","Wisconsin",101973
"3118","Wisconsin",9057
"3119","Wisconsin",52250
"3120","Wisconsin",37186
"3121","Wisconsin",18856
"3122","Wisconsin",23813
"3123","Wisconsin",5794
"3124","Wisconsin",20554
"3125","Wisconsin",84559
"3126","Wisconsin",26224
"3127","Wisconsin",168437
"3128","Wisconsin",20366
"3129","Wisconsin",118212
"3130","Wisconsin",16829
"3131","Wisconsin",19223
"3132","Wisconsin",27980
"3133","Wisconsin",79806
"3134","Wisconsin",135868
"3135","Wisconsin",40884
"3136","Wisconsin",15075
"3137","Wisconsin",4573
"3138","Wisconsin",957735
"3139","Wisconsin",45549
"3140","Wisconsin",37435
"3141","Wisconsin",35567
"3142","Wisconsin",183245
"3143","Wisconsin",87850
"3144","Wisconsin",7290
"3145","Wisconsin",40889
"3146","Wisconsin",43441
"3147","Wisconsin",70408
"3148","Wisconsin",13645
"3149","Wisconsin",195080
"3150","Wisconsin",17495
"3151","Wisconsin",161448
"3152","Wisconsin",14124
"3153","Wisconsin",87513
"3154","Wisconsin",63642
"3155","Wisconsin",16376
"3156","Wisconsin",41304
"3157","Wisconsin",115569
"3158","Wisconsin",20455
"3159","Wisconsin",29550
"3160","Wisconsin",30506
"3161","Wisconsin",21387
"3162","Wisconsin",102804
"3163","Wisconsin",15552
"3164","Wisconsin",133674
"3165","Wisconsin",396488
"3166","Wisconsin",51945
"3167","Wisconsin",24033
"3168","Wisconsin",169546
"3169","Wisconsin",73435
"3170","Wyoming",586107
"3171","Wyoming",37956
"3172","Wyoming",12022
"3173","Wyoming",49220
"3174","Wyoming",15559
"3175","Wyoming",14236
"3176","Wyoming",7444
"3177","Wyoming",40315
"3178","Wyoming",13383
"3179","Wyoming",4741
"3180","Wyoming",8585
"3181","Wyoming",97121
"3182","Wyoming",18722
"3183","Wyoming",82178
"3184","Wyoming",2542
"3185","Wyoming",29228
"3186","Wyoming",8812
"3187","Wyoming",30009
"3188","Wyoming",9899
"3189","Wyoming",44626
"3190","Wyoming",23125
"3191","Wyoming",20822
"3192","Wyoming",8328
"3193","Wyoming",7234
