"","STNAME","pappy"
"1512","Missouri",5306
"1513","Missouri",26096
"1514","Missouri",35829
"1515","Missouri",11880
"1516","Missouri",16446
"1517","Missouri",18670
"1518","Missouri",12182
"1519","Missouri",174974
"1520","Missouri",89100
"1521","Missouri",42951
"1522","Missouri",9014
"1523","Missouri",44834
"1524","Missouri",44237
"1525","Missouri",78572
"1526","Missouri",8992
"1527","Missouri",6263
"1528","Missouri",101603
"1529","Missouri",13934
"1530","Missouri",7589
"1531","Missouri",83279
"1532","Missouri",6801
"1533","Missouri",235637
"1534","Missouri",20609
"1535","Missouri",76720
"1536","Missouri",17642
"1537","Missouri",24526
"1538","Missouri",7595
"1539","Missouri",16393
"1540","Missouri",8253
"1541","Missouri",12687
"1542","Missouri",15593
"1543","Missouri",13373
"1544","Missouri",30895
"1545","Missouri",102426
"1546","Missouri",14858
"1547","Missouri",6692
"1548","Missouri",288072
"1549","Missouri",10097
"1550","Missouri",8615
"1551","Missouri",21737
"1552","Missouri",9201
"1553","Missouri",4484
"1554","Missouri",10139
"1555","Missouri",40117
"1556","Missouri",10125
"1557","Missouri",687623
"1558","Missouri",118596
"1559","Missouri",224124
"1560","Missouri",53951
"1561","Missouri",3910
"1562","Missouri",35473
"1563","Missouri",32701
"1564","Missouri",38180
"1565","Missouri",10207
"1566","Missouri",54696
"1567","Missouri",12308
"1568","Missouri",15028
"1569","Missouri",22643
"1570","Missouri",15335
"1571","Missouri",12408
"1572","Missouri",8963
"1573","Missouri",28880
"1574","Missouri",3694
"1575","Missouri",25113
"1576","Missouri",14036
"1577","Missouri",15963
"1578","Missouri",8583
"1579","Missouri",11703
"1580","Missouri",20171
"1581","Missouri",18208
"1582","Missouri",58615
"1583","Missouri",22810
"1584","Missouri",10953
"1585","Missouri",13628
"1586","Missouri",9409
"1587","Missouri",17482
"1588","Missouri",19183
"1589","Missouri",42255
"1590","Missouri",44794
"1591","Missouri",18348
"1592","Missouri",96096
"1593","Missouri",31229
"1594","Missouri",53221
"1595","Missouri",4858
"1596","Missouri",10196
"1597","Missouri",25104
"1598","Missouri",22810
"1599","Missouri",6432
"1600","Missouri",13802
"1601","Missouri",385590
"1602","Missouri",9440
"1603","Missouri",17919
"1604","Missouri",66520
"1605","Missouri",1003362
"1606","Missouri",23258
"1607","Missouri",4436
"1608","Missouri",4854
"1609","Missouri",39008
"1610","Missouri",8258
"1611","Missouri",6128
"1612","Missouri",29862
"1613","Missouri",30943
"1614","Missouri",6353
"1615","Missouri",54592
"1616","Missouri",25690
"1617","Missouri",20826
"1618","Missouri",33513
"1619","Missouri",24788
"1620","Missouri",13405
"1621","Missouri",37483
"1622","Missouri",2057
"1623","Missouri",18268
"1624","Missouri",315685
"1625","Montana",1032949
"1626","Montana",9300
"1627","Montana",13242
"1628","Montana",6577
"1629","Montana",5689
"1630","Montana",10408
"1631","Montana",1180
"1632","Montana",82278
"1633","Montana",5767
"1634","Montana",12135
"1635","Montana",1760
"1636","Montana",9625
"1637","Montana",9139
"1638","Montana",3190
"1639","Montana",11427
"1640","Montana",96165
"1641","Montana",100739
"1642","Montana",1314
"1643","Montana",13647
"1644","Montana",827
"1645","Montana",3240
"1646","Montana",16572
"1647","Montana",11645
"1648","Montana",1926
"1649","Montana",29457
"1650","Montana",66418
"1651","Montana",2408
"1652","Montana",19052
"1653","Montana",1683
"1654","Montana",7915
"1655","Montana",1830
"1656","Montana",4251
"1657","Montana",114181
"1658","Montana",4582
"1659","Montana",15972
"1660","Montana",475
"1661","Montana",4169
"1662","Montana",6184
"1663","Montana",1773
"1664","Montana",6840
"1665","Montana",1160
"1666","Montana",41373
"1667","Montana",11960
"1668","Montana",11476
"1669","Montana",9398
"1670","Montana",11336
"1671","Montana",3687
"1672","Montana",34622
"1673","Montana",9486
"1674","Montana",3634
"1675","Montana",6104
"1676","Montana",5087
"1677","Montana",697
"1678","Montana",7659
"1679","Montana",2110
"1680","Montana",1130
"1681","Montana",157048
"1682","Nebraska",1896190
"1683","Nebraska",31587
"1684","Nebraska",6414
"1685","Nebraska",456
"1686","Nebraska",788
"1687","Nebraska",487
"1688","Nebraska",5315
"1689","Nebraska",11337
"1690","Nebraska",2006
"1691","Nebraska",2946
"1692","Nebraska",48863
"1693","Nebraska",6585
"1694","Nebraska",8115
"1695","Nebraska",25512
"1696","Nebraska",8564
"1697","Nebraska",3956
"1698","Nebraska",5848
"1699","Nebraska",10167
"1700","Nebraska",6309
"1701","Nebraska",10520
"1702","Nebraska",9125
"1703","Nebraska",10806
"1704","Nebraska",20781
"1705","Nebraska",9055
"1706","Nebraska",23886
"1707","Nebraska",1921
"1708","Nebraska",5797
"1709","Nebraska",36706
"1710","Nebraska",550064
"1711","Nebraska",1799
"1712","Nebraska",5619
"1713","Nebraska",2985
"1714","Nebraska",2624
"1715","Nebraska",4862
"1716","Nebraska",21900
"1717","Nebraska",1918
"1718","Nebraska",2028
"1719","Nebraska",1973
"1720","Nebraska",641
"1721","Nebraska",2429
"1722","Nebraska",61680
"1723","Nebraska",9190
"1724","Nebraska",3452
"1725","Nebraska",932
"1726","Nebraska",2883
"1727","Nebraska",10313
"1728","Nebraska",732
"1729","Nebraska",6409
"1730","Nebraska",7263
"1731","Nebraska",5173
"1732","Nebraska",6585
"1733","Nebraska",8063
"1734","Nebraska",804
"1735","Nebraska",3689
"1736","Nebraska",8543
"1737","Nebraska",306468
"1738","Nebraska",35656
"1739","Nebraska",777
"1740","Nebraska",585
"1741","Nebraska",475
"1742","Nebraska",35039
"1743","Nebraska",7787
"1744","Nebraska",4854
"1745","Nebraska",3595
"1746","Nebraska",7046
"1747","Nebraska",4329
"1748","Nebraska",15984
"1749","Nebraska",2659
"1750","Nebraska",2944
"1751","Nebraska",9296
"1752","Nebraska",7208
"1753","Nebraska",32847
"1754","Nebraska",5202
"1755","Nebraska",10829
"1756","Nebraska",8094
"1757","Nebraska",1381
"1758","Nebraska",14282
"1759","Nebraska",175692
"1760","Nebraska",21016
"1761","Nebraska",36261
"1762","Nebraska",17110
"1763","Nebraska",5220
"1764","Nebraska",3091
"1765","Nebraska",1260
"1766","Nebraska",5937
"1767","Nebraska",5163
"1768","Nebraska",684
"1769","Nebraska",7064
"1770","Nebraska",4154
"1771","Nebraska",20248
"1772","Nebraska",9367
"1773","Nebraska",3625
"1774","Nebraska",750
"1775","Nebraska",13806
"1776","Nevada",2890845
"1777","Nevada",24200
"1778","Nevada",2114801
"1779","Nevada",47710
"1780","Nevada",51935
"1781","Nevada",829
"1782","Nevada",2016
"1783","Nevada",17019
"1784","Nevada",5903
"1785","Nevada",5036
"1786","Nevada",52585
"1787","Nevada",4478
"1788","Nevada",42477
"1789","Nevada",6634
"1790","Nevada",3987
"1791","Nevada",446903
"1792","Nevada",9811
"1793","Nevada",54521
"1794","New Hampshire",1330608
"1795","New Hampshire",60641
"1796","New Hampshire",47285
"1797","New Hampshire",75909
"1798","New Hampshire",31212
"1799","New Hampshire",89320
"1800","New Hampshire",406678
"1801","New Hampshire",147994
"1802","New Hampshire",301777
"1803","New Hampshire",126825
"1804","New Hampshire",42967
"1805","New Jersey",8958013
"1806","New Jersey",274219
"1807","New Jersey",938506
"1808","New Jersey",450226
"1809","New Jersey",510923
"1810","New Jersey",94727
"1811","New Jersey",155854
"1812","New Jersey",797434
"1813","New Jersey",291479
"1814","New Jersey",674836
"1815","New Jersey",125488
"1816","New Jersey",371398
"1817","New Jersey",840900
"1818","New Jersey",628715
"1819","New Jersey",499509
"1820","New Jersey",588721
"1821","New Jersey",510916
"1822","New Jersey",64180
"1823","New Jersey",333654
"1824","New Jersey",143673
"1825","New Jersey",555786
"1826","New Jersey",106869
"1827","New Mexico",2085109
"1828","New Mexico",676685
"1829","New Mexico",3456
"1830","New Mexico",65764
"1831","New Mexico",27329
"1832","New Mexico",12414
"1833","New Mexico",50398
"1834","New Mexico",1828
"1835","New Mexico",214295
"1836","New Mexico",57578
"1837","New Mexico",28609
"1838","New Mexico",4371
"1839","New Mexico",698
"1840","New Mexico",4423
"1841","New Mexico",71180
"1842","New Mexico",19420
"1843","New Mexico",17785
"1844","New Mexico",24518
"1845","New Mexico",76708
"1846","New Mexico",4596
"1847","New Mexico",64362
"1848","New Mexico",8455
"1849","New Mexico",39465
"1850","New Mexico",19120
"1851","New Mexico",139394
"1852","New Mexico",118737
"1853","New Mexico",27967
"1854","New Mexico",148686
"1855","New Mexico",11282
"1856","New Mexico",17256
"1857","New Mexico",32907
"1858","New Mexico",15485
"1859","New Mexico",4201
"1860","New Mexico",75737
"1861","New York",19795791
"1862","New York",309381
"1863","New York",47462
"1864","New York",1455444
"1865","New York",196567
"1866","New York",77922
"1867","New York",78288
"1868","New York",130779
"1869","New York",87071
"1870","New York",48844
"1871","New York",81251
"1872","New York",61509
"1873","New York",48494
"1874","New York",46053
"1875","New York",295754
"1876","New York",922578
"1877","New York",38478
"1878","New York",50660
"1879","New York",53992
"1880","New York",58937
"1881","New York",47625
"1882","New York",4712
"1883","New York",63100
"1884","New York",117635
"1885","New York",2636735
"1886","New York",26957
"1887","New York",64717
"1888","New York",71849
"1889","New York",749600
"1890","New York",49642
"1891","New York",1361350
"1892","New York",1644518
"1893","New York",212652
"1894","New York",232500
"1895","New York",468463
"1896","New York",109561
"1897","New York",377647
"1898","New York",41582
"1899","New York",120146
"1900","New York",60636
"1901","New York",99042
"1902","New York",2339150
"1903","New York",160266
"1904","New York",474558
"1905","New York",326037
"1906","New York",111007
"1907","New York",226249
"1908","New York",154604
"1909","New York",31330
"1910","New York",18186
"1911","New York",34833
"1912","New York",97631
"1913","New York",1501587
"1914","New York",74877
"1915","New York",49453
"1916","New York",104926
"1917","New York",180143
"1918","New York",64688
"1919","New York",62230
"1920","New York",91446
"1921","New York",976396
"1922","New York",41013
"1923","New York",25048
"1924","North Carolina",10042802
"1925","North Carolina",158276
"1926","North Carolina",37325
"1927","North Carolina",10837
"1928","North Carolina",25759
"1929","North Carolina",27020
"1930","North Carolina",17689
"1931","North Carolina",47651
"1932","North Carolina",20199
"1933","North Carolina",34318
"1934","North Carolina",122765
"1935","North Carolina",253178
"1936","North Carolina",88842
"1937","North Carolina",196762
"1938","North Carolina",81287
"1939","North Carolina",10309
"1940","North Carolina",68879
"1941","North Carolina",22941
"1942","North Carolina",155056
"1943","North Carolina",70928
"1944","North Carolina",27178
"1945","North Carolina",14394
"1946","North Carolina",10703
"1947","North Carolina",96879
"1948","North Carolina",56694
"1949","North Carolina",103451
"1950","North Carolina",323838
"1951","North Carolina",25263
"1952","North Carolina",35663
"1953","North Carolina",164622
"1954","North Carolina",41753
"1955","North Carolina",59159
"1956","North Carolina",300952
"1957","North Carolina",54150
"1958","North Carolina",369019
"1959","North Carolina",63710
"1960","North Carolina",213442
"1961","North Carolina",11431
"1962","North Carolina",8616
"1963","North Carolina",58674
"1964","North Carolina",21134
"1965","North Carolina",517600
"1966","North Carolina",52456
"1967","North Carolina",128140
"1968","North Carolina",59868
"1969","North Carolina",112655
"1970","North Carolina",24184
"1971","North Carolina",52671
"1972","North Carolina",5526
"1973","North Carolina",169866
"1974","North Carolina",41265
"1975","North Carolina",185660
"1976","North Carolina",10013
"1977","North Carolina",59660
"1978","North Carolina",58106
"1979","North Carolina",81035
"1980","North Carolina",44989
"1981","North Carolina",34201
"1982","North Carolina",21139
"1983","North Carolina",23357
"1984","North Carolina",1034070
"1985","North Carolina",15246
"1986","North Carolina",27548
"1987","North Carolina",94352
"1988","North Carolina",93919
"1989","North Carolina",220358
"1990","North Carolina",20426
"1991","North Carolina",186311
"1992","North Carolina",141354
"1993","North Carolina",12781
"1994","North Carolina",39829
"1995","North Carolina",57611
"1996","North Carolina",13440
"1997","North Carolina",39259
"1998","North Carolina",175842
"1999","North Carolina",20366
"2000","North Carolina",142799
"2001","North Carolina",45437
"2002","North Carolina",134197
"2003","North Carolina",91758
"2004","North Carolina",139142
"2005","North Carolina",66390
"2006","North Carolina",63724
"2007","North Carolina",35509
"2008","North Carolina",60714
"2009","North Carolina",46351
"2010","North Carolina",72743
"2011","North Carolina",14434
"2012","North Carolina",33211
"2013","North Carolina",4070
"2014","North Carolina",222742
"2015","North Carolina",44568
"2016","North Carolina",1024198
"2017","North Carolina",20155
"2018","North Carolina",12385
"2019","North Carolina",52906
"2020","North Carolina",124132
"2021","North Carolina",68502
"2022","North Carolina",81714
"2023","North Carolina",37585
"2024","North Carolina",17587
"2025","North Dakota",756927
"2026","North Dakota",2359
"2027","North Dakota",11099
"2028","North Dakota",6753
"2029","North Dakota",936
"2030","North Dakota",6716
"2031","North Dakota",3294
"2032","North Dakota",2308
"2033","North Dakota",92991
"2034","North Dakota",171512
"2035","North Dakota",3828
"2036","North Dakota",5104
"2037","North Dakota",2450
"2038","North Dakota",4646
"2039","North Dakota",2365
"2040","North Dakota",3402
"2041","North Dakota",3356
"2042","North Dakota",1845
"2043","North Dakota",70916
"2044","North Dakota",2388
"2045","North Dakota",2314
"2046","North Dakota",2704
"2047","North Dakota",2417
"2048","North Dakota",4125
"2049","North Dakota",1935
"2050","North Dakota",5968
"2051","North Dakota",2759
"2052","North Dakota",12826
"2053","North Dakota",9744
"2054","North Dakota",8853
"2055","North Dakota",30310
"2056","North Dakota",10331
"2057","North Dakota",2968
"2058","North Dakota",1846
"2059","North Dakota",7091
"2060","North Dakota",4312
"2061","North Dakota",11630
"2062","North Dakota",5448
"2063","North Dakota",2571
"2064","North Dakota",16402
"2065","North Dakota",14649
"2066","North Dakota",3876
"2067","North Dakota",1310
"2068","North Dakota",4370
"2069","North Dakota",767
"2070","North Dakota",32154
"2071","North Dakota",1956
"2072","North Dakota",21103
"2073","North Dakota",2272
"2074","North Dakota",8014
"2075","North Dakota",10897
"2076","North Dakota",71275
"2077","North Dakota",4168
"2078","North Dakota",35294
"2079","Ohio",11613423
"2080","Ohio",28024
"2081","Ohio",104425
"2082","Ohio",53213
"2083","Ohio",98632
"2084","Ohio",65886
"2085","Ohio",45876
"2086","Ohio",69154
"2087","Ohio",43839
"2088","Ohio",376353
"2089","Ohio",27811
"2090","Ohio",38987
"2091","Ohio",135959
"2092","Ohio",201973
"2093","Ohio",41917
"2094","Ohio",104806
"2095","Ohio",36569
"2096","Ohio",42306
"2097","Ohio",1255921
"2098","Ohio",52076
"2099","Ohio",38352
"2100","Ohio",193013
"2101","Ohio",75550
"2102","Ohio",151408
"2103","Ohio",28679
"2104","Ohio",1251722
"2105","Ohio",42537
"2106","Ohio",30142
"2107","Ohio",94102
"2108","Ohio",164427
"2109","Ohio",39258
"2110","Ohio",807598
"2111","Ohio",75573
"2112","Ohio",31682
"2113","Ohio",15450
"2114","Ohio",27816
"2115","Ohio",43026
"2116","Ohio",28491
"2117","Ohio",43909
"2118","Ohio",58469
"2119","Ohio",32596
"2120","Ohio",67347
"2121","Ohio",61061
"2122","Ohio",229245
"2123","Ohio",61109
"2124","Ohio",170570
"2125","Ohio",45386
"2126","Ohio",305147
"2127","Ohio",433689
"2128","Ohio",44094
"2129","Ohio",231900
"2130","Ohio",65355
"2131","Ohio",176395
"2132","Ohio",23257
"2133","Ohio",40968
"2134","Ohio",104224
"2135","Ohio",14409
"2136","Ohio",532258
"2137","Ohio",14777
"2138","Ohio",35074
"2139","Ohio",86290
"2140","Ohio",14326
"2141","Ohio",40877
"2142","Ohio",18976
"2143","Ohio",35985
"2144","Ohio",56998
"2145","Ohio",28217
"2146","Ohio",162275
"2147","Ohio",41329
"2148","Ohio",34042
"2149","Ohio",121707
"2150","Ohio",77170
"2151","Ohio",59679
"2152","Ohio",76825
"2153","Ohio",55610
"2154","Ohio",48901
"2155","Ohio",375165
"2156","Ohio",541968
"2157","Ohio",203751
"2158","Ohio",92916
"2159","Ohio",54277
"2160","Ohio",28562
"2161","Ohio",13048
"2162","Ohio",224469
"2163","Ohio",61112
"2164","Ohio",116063
"2165","Ohio",37120
"2166","Ohio",129730
"2167","Ohio",22243
"2168","Oklahoma",3911338
"2169","Oklahoma",22004
"2170","Oklahoma",5868
"2171","Oklahoma",13793
"2172","Oklahoma",5427
"2173","Oklahoma",23768
"2174","Oklahoma",9833
"2175","Oklahoma",44884
"2176","Oklahoma",29343
"2177","Oklahoma",133378
"2178","Oklahoma",48689
"2179","Oklahoma",48447
"2180","Oklahoma",14997
"2181","Oklahoma",2216
"2182","Oklahoma",274458
"2183","Oklahoma",5651
"2184","Oklahoma",124648
"2185","Oklahoma",5996
"2186","Oklahoma",14818
"2187","Oklahoma",70892
"2188","Oklahoma",29744
"2189","Oklahoma",41459
"2190","Oklahoma",4995
"2191","Oklahoma",4231
"2192","Oklahoma",63569
"2193","Oklahoma",27755
"2194","Oklahoma",54648
"2195","Oklahoma",4523
"2196","Oklahoma",6070
"2197","Oklahoma",2788
"2198","Oklahoma",3754
"2199","Oklahoma",12845
"2200","Oklahoma",13735
"2201","Oklahoma",25574
"2202","Oklahoma",6276
"2203","Oklahoma",10980
"2204","Oklahoma",45366
"2205","Oklahoma",15584
"2206","Oklahoma",9144
"2207","Oklahoma",10483
"2208","Oklahoma",49605
"2209","Oklahoma",35042
"2210","Oklahoma",45996
"2211","Oklahoma",9870
"2212","Oklahoma",38066
"2213","Oklahoma",33048
"2214","Oklahoma",19990
"2215","Oklahoma",7771
"2216","Oklahoma",16232
"2217","Oklahoma",40887
"2218","Oklahoma",13936
"2219","Oklahoma",69699
"2220","Oklahoma",11554
"2221","Oklahoma",10539
"2222","Oklahoma",12181
"2223","Oklahoma",776864
"2224","Oklahoma",39187
"2225","Oklahoma",47887
"2226","Oklahoma",31981
"2227","Oklahoma",16436
"2228","Oklahoma",80850
"2229","Oklahoma",44610
"2230","Oklahoma",38194
"2231","Oklahoma",71875
"2232","Oklahoma",11183
"2233","Oklahoma",3788
"2234","Oklahoma",90802
"2235","Oklahoma",25548
"2236","Oklahoma",41153
"2237","Oklahoma",44581
"2238","Oklahoma",21489
"2239","Oklahoma",7515
"2240","Oklahoma",639242
"2241","Oklahoma",76559
"2242","Oklahoma",52021
"2243","Oklahoma",11661
"2244","Oklahoma",9304
"2245","Oklahoma",21559
"2246","Oregon",4028977
"2247","Oregon",16005
"2248","Oregon",87572
"2249","Oregon",401515
"2250","Oregon",37831
"2251","Oregon",49600
"2252","Oregon",63121
"2253","Oregon",21630
"2254","Oregon",22483
"2255","Oregon",175268
"2256","Oregon",107685
"2257","Oregon",1859
"2258","Oregon",7185
"2259","Oregon",7200
"2260","Oregon",23137
"2261","Oregon",212567
"2262","Oregon",22666
"2263","Oregon",84745
"2264","Oregon",66016
"2265","Oregon",7829
"2266","Oregon",362895
"2267","Oregon",47038
"2268","Oregon",120547
"2269","Oregon",30380
"2270","Oregon",330700
"2271","Oregon",11190
"2272","Oregon",790294
"2273","Oregon",79391
"2274","Oregon",1680
"2275","Oregon",25653
"2276","Oregon",76531
"2277","Oregon",25790
"2278","Oregon",6856
"2279","Oregon",25775
"2280","Oregon",574326
"2281","Oregon",1358
"2282","Oregon",102659
"2283","Pennsylvania",12802503
"2284","Pennsylvania",102295
"2285","Pennsylvania",1230459
"2286","Pennsylvania",67052
"2287","Pennsylvania",168871
"2288","Pennsylvania",48586
"2289","Pennsylvania",415271
"2290","Pennsylvania",125593
"2291","Pennsylvania",61281
"2292","Pennsylvania",627367
"2293","Pennsylvania",186818
"2294","Pennsylvania",136411
"2295","Pennsylvania",4732
"2296","Pennsylvania",63960
"2297","Pennsylvania",160580
"2298","Pennsylvania",515939
"2299","Pennsylvania",39498
"2300","Pennsylvania",80994
"2301","Pennsylvania",39441
"2302","Pennsylvania",66672
"2303","Pennsylvania",86484
"2304","Pennsylvania",246338
"2305","Pennsylvania",272983
"2306","Pennsylvania",563894
"2307","Pennsylvania",30872
"2308","Pennsylvania",278045
"2309","Pennsylvania",133628
"2310","Pennsylvania",7410
"2311","Pennsylvania",153638
"2312","Pennsylvania",14629
"2313","Pennsylvania",37519
"2314","Pennsylvania",45668
"2315","Pennsylvania",86966
"2316","Pennsylvania",44430
"2317","Pennsylvania",24737
"2318","Pennsylvania",211917
"2319","Pennsylvania",536624
"2320","Pennsylvania",88082
"2321","Pennsylvania",137067
"2322","Pennsylvania",360685
"2323","Pennsylvania",318449
"2324","Pennsylvania",116048
"2325","Pennsylvania",42412
"2326","Pennsylvania",114234
"2327","Pennsylvania",46500
"2328","Pennsylvania",166397
"2329","Pennsylvania",819264
"2330","Pennsylvania",18557
"2331","Pennsylvania",300813
"2332","Pennsylvania",93246
"2333","Pennsylvania",45685
"2334","Pennsylvania",1567442
"2335","Pennsylvania",55949
"2336","Pennsylvania",17093
"2337","Pennsylvania",144590
"2338","Pennsylvania",40444
"2339","Pennsylvania",75522
"2340","Pennsylvania",6328
"2341","Pennsylvania",41666
"2342","Pennsylvania",41877
"2343","Pennsylvania",44954
"2344","Pennsylvania",53119
"2345","Pennsylvania",40396
"2346","Pennsylvania",208261
"2347","Pennsylvania",51198
"2348","Pennsylvania",357956
"2349","Pennsylvania",27800
"2350","Pennsylvania",442867
"2351","Rhode Island",1056298
"2352","Rhode Island",49084
"2353","Rhode Island",164801
"2354","Rhode Island",82423
"2355","Rhode Island",633473
"2356","Rhode Island",126517
"2357","South Carolina",4896146
"2358","South Carolina",24932
"2359","South Carolina",165829
"2360","South Carolina",9433
"2361","South Carolina",194692
"2362","South Carolina",14880
"2363","South Carolina",21725
"2364","South Carolina",179589
"2365","South Carolina",202786
"2366","South Carolina",14781
"2367","South Carolina",389262
"2368","South Carolina",56194
"2369","South Carolina",32267
"2370","South Carolina",46017
"2371","South Carolina",33775
"2372","South Carolina",37731
"2373","South Carolina",67548
"2374","South Carolina",31234
"2375","South Carolina",152478
"2376","South Carolina",26514
"2377","South Carolina",22747
"2378","South Carolina",138900
"2379","South Carolina",61298
"2380","South Carolina",491863
"2381","South Carolina",69838
"2382","South Carolina",20049
"2383","South Carolina",309199
"2384","South Carolina",27824
"2385","South Carolina",63603
"2386","South Carolina",85842
"2387","South Carolina",66623
"2388","South Carolina",17896
"2389","South Carolina",281833
"2390","South Carolina",9706
"2391","South Carolina",31747
"2392","South Carolina",27494
"2393","South Carolina",38012
"2394","South Carolina",75713
"2395","South Carolina",89208
"2396","South Carolina",121691
"2397","South Carolina",407051
"2398","South Carolina",20053
"2399","South Carolina",297302
"2400","South Carolina",107480
"2401","South Carolina",27777
"2402","South Carolina",32535
"2403","South Carolina",251195
"2404","South Dakota",858469
"2405","South Dakota",2733
"2406","South Dakota",18372
"2407","South Dakota",3423
"2408","South Dakota",6985
"2409","South Dakota",33897
"2410","South Dakota",38785
"2411","South Dakota",5281
"2412","South Dakota",2095
"2413","South Dakota",10283
"2414","South Dakota",1397
"2415","South Dakota",9383
"2416","South Dakota",3659
"2417","South Dakota",13964
"2418","South Dakota",27939
"2419","South Dakota",4197
"2420","South Dakota",8446
"2421","South Dakota",19858
"2422","South Dakota",5539
"2423","South Dakota",4333
"2424","South Dakota",5685
"2425","South Dakota",2977
"2426","South Dakota",3999
"2427","South Dakota",6867
"2428","South Dakota",2337
"2429","South Dakota",7142
"2430","South Dakota",4201
"2431","South Dakota",1861
"2432","South Dakota",6047
"2433","South Dakota",3348
"2434","South Dakota",3385
"2435","South Dakota",1267
"2436","South Dakota",17555
"2437","South Dakota",7301
"2438","South Dakota",1397
"2439","South Dakota",3321
"2440","South Dakota",1997
"2441","South Dakota",924
"2442","South Dakota",4990
"2443","South Dakota",12622
"2444","South Dakota",24827
"2445","South Dakota",52849
"2446","South Dakota",3876
"2447","South Dakota",5599
"2448","South Dakota",2415
"2449","South Dakota",4769
"2450","South Dakota",26986
"2451","South Dakota",2050
"2452","South Dakota",2236
"2453","South Dakota",185197
"2454","South Dakota",6430
"2455","South Dakota",14373
"2456","South Dakota",108702
"2457","South Dakota",3019
"2458","South Dakota",2320
"2459","South Dakota",10311
"2460","South Dakota",2355
"2461","South Dakota",6524
"2462","South Dakota",2954
"2463","South Dakota",1426
"2464","South Dakota",9959
"2465","South Dakota",5434
"2466","South Dakota",8209
"2467","South Dakota",14909
"2468","South Dakota",5443
"2469","South Dakota",22702
"2470","South Dakota",2803
"2471","Tennessee",6600299
"2472","Tennessee",75749
"2473","Tennessee",47183
"2474","Tennessee",16129
"2475","Tennessee",14502
"2476","Tennessee",127253
"2477","Tennessee",104091
"2478","Tennessee",39752
"2479","Tennessee",13840
"2480","Tennessee",27910
"2481","Tennessee",56486
"2482","Tennessee",39741
"2483","Tennessee",17471
"2484","Tennessee",31709
"2485","Tennessee",7771
"2486","Tennessee",35162
"2487","Tennessee",54277
"2488","Tennessee",14601
"2489","Tennessee",58229
"2490","Tennessee",678889
"2491","Tennessee",11660
"2492","Tennessee",19182
"2493","Tennessee",51487
"2494","Tennessee",37893
"2495","Tennessee",39165
"2496","Tennessee",17917
"2497","Tennessee",41449
"2498","Tennessee",49399
"2499","Tennessee",28946
"2500","Tennessee",22846
"2501","Tennessee",68580
"2502","Tennessee",13441
"2503","Tennessee",63402
"2504","Tennessee",354098
"2505","Tennessee",6572
"2506","Tennessee",25707
"2507","Tennessee",25756
"2508","Tennessee",56471
"2509","Tennessee",18023
"2510","Tennessee",28015
"2511","Tennessee",32147
"2512","Tennessee",24363
"2513","Tennessee",8149
"2514","Tennessee",18135
"2515","Tennessee",11509
"2516","Tennessee",53240
"2517","Tennessee",17830
"2518","Tennessee",451324
"2519","Tennessee",7576
"2520","Tennessee",26936
"2521","Tennessee",42564
"2522","Tennessee",11854
"2523","Tennessee",33743
"2524","Tennessee",51130
"2525","Tennessee",52639
"2526","Tennessee",26066
"2527","Tennessee",23177
"2528","Tennessee",97610
"2529","Tennessee",28487
"2530","Tennessee",31552
"2531","Tennessee",87757
"2532","Tennessee",11830
"2533","Tennessee",45771
"2534","Tennessee",193479
"2535","Tennessee",6322
"2536","Tennessee",21498
"2537","Tennessee",30639
"2538","Tennessee",22129
"2539","Tennessee",7929
"2540","Tennessee",5146
"2541","Tennessee",16773
"2542","Tennessee",74553
"2543","Tennessee",32526
"2544","Tennessee",52753
"2545","Tennessee",68570
"2546","Tennessee",298612
"2547","Tennessee",21950
"2548","Tennessee",14811
"2549","Tennessee",95946
"2550","Tennessee",938069
"2551","Tennessee",19295
"2552","Tennessee",13259
"2553","Tennessee",156791
"2554","Tennessee",175989
"2555","Tennessee",61870
"2556","Tennessee",8042
"2557","Tennessee",17860
"2558","Tennessee",19119
"2559","Tennessee",5677
"2560","Tennessee",40435
"2561","Tennessee",126302
"2562","Tennessee",16748
"2563","Tennessee",33960
"2564","Tennessee",26521
"2565","Tennessee",211672
"2566","Tennessee",128911
"2567","Texas",27469114
"2568","Texas",57580
"2569","Texas",18105
"2570","Texas",88255
"2571","Texas",25350
"2572","Texas",8715
"2573","Texas",1947
"2574","Texas",48435
"2575","Texas",29563
"2576","Texas",7210
"2577","Texas",21269
"2578","Texas",80527
"2579","Texas",3618
"2580","Texas",32874
"2581","Texas",334941
"2582","Texas",1897753
"2583","Texas",11004
"2584","Texas",648
"2585","Texas",17891
"2586","Texas",93389
"2587","Texas",346312
"2588","Texas",215037
"2589","Texas",9145
"2590","Texas",1505
"2591","Texas",7230
"2592","Texas",37896
"2593","Texas",17460
"2594","Texas",45463
"2595","Texas",40522
"2596","Texas",21895
"2597","Texas",13557
"2598","Texas",422156
"2599","Texas",12682
"2600","Texas",5969
"2601","Texas",30313
"2602","Texas",7656
"2603","Texas",38863
"2604","Texas",51542
"2605","Texas",7088
"2606","Texas",10360
"2607","Texas",2953
"2608","Texas",3238
"2609","Texas",8338
"2610","Texas",914127
"2611","Texas",3044
"2612","Texas",20870
"2613","Texas",129048
"2614","Texas",13430
"2615","Texas",4081
"2616","Texas",39229
"2617","Texas",75503
"2618","Texas",1426
"2619","Texas",5048
